0.000000,0.000000,262.060486,26.000000,0.000000
0.010000,2.620081,75.082275,26.000000,262.060486
0.020000,3.370229,118.183853,26.000000,75.082275
0.030000,4.551158,102.914558,26.000000,118.183853
0.040000,5.579188,102.583267,26.000000,102.914558
0.050000,6.603700,98.556564,26.000000,102.583267
0.060000,7.587748,95.568535,26.000000,98.556564
0.070000,8.541724,92.414314,26.000000,95.568535
0.080000,9.463975,89.398422,26.000000,92.414314
0.090000,10.355888,86.441849,26.000000,89.398422
0.100000,11.218063,83.563049,26.000000,86.441849
0.110000,12.051284,80.755615,26.000000,83.563049
0.120000,12.856269,78.019585,26.000000,80.755615
0.130000,13.633738,75.353333,26.000000,78.019585
0.140000,14.384394,72.755600,26.000000,75.353333
0.150000,15.108928,70.225113,26.000000,72.755600
0.160000,15.808017,67.760696,26.000000,70.225113
0.170000,16.482327,65.360992,26.000000,67.760696
0.180000,17.132509,63.024773,26.000000,65.360992
0.190000,17.759205,60.750797,26.000000,63.024773
0.200000,18.363041,58.537849,26.000000,60.750797
0.210000,18.944630,56.384918,26.000000,58.537849
0.220000,19.504578,54.290440,26.000000,56.384918
0.230000,20.043474,52.253422,26.000000,54.290440
0.240000,20.561895,50.272884,26.000000,52.253422
0.250000,21.060411,48.347324,26.000000,50.272884
0.260000,21.539577,46.475689,26.000000,48.347324
0.270000,21.999935,44.657024,26.000000,46.475689
0.280000,22.442017,42.890156,26.000000,44.657024
0.290000,22.866344,41.173828,26.000000,42.890156
0.300000,23.273428,39.507050,26.000000,41.173828
0.310000,23.663765,37.888817,26.000000,39.507050
0.320000,24.037846,36.317875,26.000000,37.888817
0.330000,24.396145,34.793415,26.000000,36.317875
0.340000,24.739132,33.314163,26.000000,34.793415
0.350000,25.067261,31.879345,26.000000,33.314163
0.360000,25.380978,30.487888,26.000000,31.879345
0.370000,25.680721,29.138588,26.000000,30.487888
0.380000,25.966913,27.830887,26.000000,29.138588
0.390000,26.239975,26.563328,26.000000,27.830887
0.400000,26.500309,25.335402,26.000000,26.563328
0.410000,26.748314,24.145977,26.000000,25.335402
0.420000,26.984377,22.994202,26.000000,24.145977
